<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20170914,000000,186.5700000,189.0000000,186.5700000,189.0000000,33
20170915,000000,188.7100000,188.7100000,187.4900000,187.5200000,39
20170918,000000,187.6600000,189.3300000,187.6600000,187.6600000,13
20170919,000000,187.6000000,187.6000000,184.0100000,185.9900000,32
20170920,000000,185.4900000,186.2600000,184.0100000,186.2600000,8
20170921,000000,186.3000000,188.2700000,186.3000000,187.6100000,21
20170922,000000,187.8200000,188.3000000,187.5500000,188.0000000,27
20170925,000000,188.7000000,191.4900000,188.5100000,191.4900000,64
20170926,000000,191.5000000,194.3000000,191.5000000,192.4400000,35
20170927,000000,192.9100000,193.3100000,192.4200000,193.3100000,37
20170928,000000,193.9900000,193.9900000,191.2100000,191.2100000,35
20170929,000000,192.4700000,193.0800000,191.8600000,193.0800000,50
20171002,000000,191.8100000,193.0600000,191.8100000,193.0600000,13
20171003,000000,192.7500000,193.1100000,192.4100000,192.4100000,26
20171004,000000,192.9900000,192.9900000,191.2200000,191.4700000,29
20171005,000000,193.4800000,193.5100000,193.2000000,193.2000000,12
20171006,000000,194.3100000,194.7000000,192.9000000,194.0000000,49
20171009,000000,192.4300000,193.7800000,192.4300000,193.7800000,32
20171010,000000,193.7100000,193.7400000,193.1300000,193.1300000,24
20171011,000000,195.0100000,195.9900000,195.0000000,195.9900000,25
20171012,000000,194.5100000,195.4600000,194.5000000,194.7600000,34
20171013,000000,196.0100000,196.3300000,194.9200000,196.1600000,38
20171016,000000,196.3600000,198.7600000,196.3600000,198.0500000,27
20171017,000000,196.8500000,197.8000000,196.2100000,196.6100000,43
20171018,000000,196.0400000,196.3000000,195.0000000,195.5900000,27
20171019,000000,194.8300000,194.8300000,191.7400000,192.3700000,22
20171020,000000,191.7200000,193.3900000,189.8300000,193.3900000,18
20171023,000000,191.6100000,193.1000000,190.8100000,191.2500000,29
20171024,000000,190.8000000,192.2700000,190.6300000,192.2700000,11
20171025,000000,193.0000000,194.2800000,192.0400000,192.0400000,33
20171026,000000,192.0700000,192.0700000,191.7300000,191.7300000,5
20171027,000000,194.2700000,195.4700000,191.5700000,194.5200000,43
20171030,000000,195.8600000,196.5300000,193.8300000,194.9700000,16
20171031,000000,196.3600000,196.3600000,192.6200000,192.6200000,10
20171101,000000,205.0000000,205.0000000,192.4800000,194.0000000,35
20171102,000000,192.0700000,193.6000000,192.0700000,193.6000000,8
20171103,000000,192.0500000,194.2000000,192.0500000,194.2000000,11
20171107,000000,196.6000000,205.7900000,196.6000000,203.4800000,101
20171108,000000,205.7900000,213.2300000,200.0000000,209.0000000,100
20171109,000000,210.0100000,220.8000000,210.0100000,220.8000000,43
20171110,000000,224.9800000,224.9800000,210.4800000,223.8200000,58
20171113,000000,211.8600000,217.3400000,211.8600000,213.3800000,25
20171114,000000,220.0000000,222.0000000,213.1300000,214.4200000,33
20171115,000000,226.0800000,228.7000000,217.8100000,228.7000000,33
20171116,000000,212.3500000,231.6300000,212.3500000,224.0100000,33
20171117,000000,218.8300000,230.7700000,218.8200000,219.8100000,45
20171120,000000,220.1300000,231.6000000,220.1300000,225.1400000,23
20171121,000000,226.6800000,234.9100000,220.5300000,231.8900000,40
20171122,000000,217.9700000,231.4100000,217.9700000,229.3000000,42
20171123,000000,224.2500000,228.0100000,224.2500000,225.3200000,14
20171124,000000,225.6800000,227.9900000,225.0300000,227.3100000,31
20171127,000000,229.2800000,229.2800000,224.0400000,226.4700000,26
20171128,000000,230.8100000,230.8100000,225.9000000,229.5000000,60
20171129,000000,227.3000000,227.3000000,226.3000000,226.3000000,21
20171130,000000,227.0000000,230.0000000,223.3000000,223.3000000,66
20171201,000000,223.2000000,223.2000000,222.0000000,222.0700000,18
20171204,000000,224.0000000,225.0200000,223.7700000,225.0200000,52
20171205,000000,223.0100000,224.4100000,223.0100000,223.2500000,49
20171206,000000,223.3100000,224.4600000,223.3000000,223.3000000,45
20171207,000000,222.8400000,223.3300000,219.4300000,219.4300000,47
20171208,000000,221.0100000,221.6200000,220.6200000,221.1500000,44
20171211,000000,223.5400000,227.0000000,223.5400000,227.0000000,39
20171212,000000,227.9900000,227.9900000,226.9600000,227.3500000,63
20171213,000000,222.9900000,223.1500000,220.5600000,220.5900000,80
20171214,000000,223.0000000,229.0700000,223.0000000,229.0700000,103
20171215,000000,226.5700000,227.5900000,225.9900000,227.5900000,22
20171218,000000,226.0000000,227.5100000,225.2400000,227.3300000,56
20171219,000000,225.2000000,225.8000000,224.7100000,224.9900000,41
20171220,000000,225.5000000,226.9900000,225.1100000,226.9900000,31
20171221,000000,224.4900000,224.4900000,222.5200000,222.5400000,67
20171222,000000,220.0000000,222.8100000,220.0000000,221.5300000,34
20171225,000000,222.8200000,223.8200000,222.8000000,223.2000000,20
20171226,000000,223.4800000,223.4800000,222.6500000,222.6500000,3
20171227,000000,225.3100000,226.7600000,225.3000000,226.7600000,53
20171228,000000,224.2600000,224.5900000,223.2700000,223.2700000,77
20171229,000000,225.0100000,225.9600000,225.0000000,225.6100000,32
20180103,000000,231.0100000,231.9700000,231.0100000,231.1100000,18
20180104,000000,236.5600000,239.7900000,236.3200000,238.1500000,41
20180105,000000,238.0000000,238.0000000,236.7000000,237.6100000,28
20180109,000000,240.4100000,240.4100000,239.3400000,239.3400000,22
20180110,000000,237.0000000,238.4100000,236.0200000,237.8200000,32
20180111,000000,239.0000000,239.5000000,237.8800000,239.3800000,13
20180112,000000,237.4000000,237.5200000,237.0000000,237.2000000,10
20180115,000000,239.7700000,239.8700000,238.3100000,239.6900000,46
20180116,000000,239.7400000,239.7400000,238.3100000,239.1100000,24
20180117,000000,239.7400000,239.7400000,238.4200000,238.6000000,15
20180118,000000,245.9900000,246.3400000,245.4400000,246.0000000,34
20180119,000000,241.2000000,242.7500000,240.8000000,241.8300000,8
20180122,000000,241.8300000,243.6900000,241.8300000,242.8100000,18
20180123,000000,241.8300000,244.4100000,241.8300000,244.4100000,43
20180124,000000,245.7000000,247.7400000,245.7000000,246.6600000,26
20180125,000000,249.3100000,250.5300000,248.6400000,250.5300000,44
20180126,000000,246.8800000,247.3400000,245.7100000,246.2000000,35
20180129,000000,249.6100000,251.2200000,248.9100000,250.1300000,31
20180130,000000,256.8200000,262.9000000,253.8100000,262.9000000,30
20180131,000000,263.0100000,264.4900000,263.0000000,264.0700000,74
20180201,000000,263.7800000,263.7800000,255.5200000,262.2100000,27
20180202,000000,256.9700000,258.4900000,256.1200000,256.1300000,43
20180205,000000,256.5000000,257.3700000,255.6000000,256.6200000,26
20180206,000000,255.5800000,258.0000000,255.5800000,255.5900000,21
20180207,000000,257.0600000,259.3400000,257.0600000,257.5400000,28
20180208,000000,255.0100000,256.9900000,253.8300000,253.8300000,26
20180209,000000,249.7000000,254.5200000,249.3700000,251.4000000,46
20180212,000000,254.7500000,256.3900000,254.5800000,255.0400000,35
20180213,000000,256.2300000,258.2000000,256.2300000,258.2000000,44
20180214,000000,259.4400000,263.1400000,256.8100000,263.1400000,27
20180215,000000,265.0100000,265.7800000,265.0100000,265.7700000,25
20180216,000000,264.6900000,266.3500000,263.1500000,266.3500000,31
20180219,000000,267.2700000,267.2700000,266.4600000,267.0000000,18
20180220,000000,267.9900000,267.9900000,266.4900000,266.4900000,15
20180221,000000,273.0000000,278.3900000,272.7000000,278.3900000,72
20180222,000000,273.8400000,277.9900000,273.8400000,276.7400000,28
20180226,000000,283.5100000,283.5100000,279.9900000,279.9900000,54
20180227,000000,277.7100000,279.1200000,277.2500000,277.5900000,60
20180228,000000,272.5100000,274.9900000,270.7200000,273.4000000,40
20180301,000000,274.6100000,275.6300000,273.8000000,275.6300000,35
20180302,000000,272.1100000,272.1100000,272.1100000,272.1100000,3
20180305,000000,277.9100000,277.9200000,276.2700000,276.5300000,25
20180306,000000,276.3800000,276.3800000,272.9400000,273.4400000,16
20180307,000000,272.4900000,273.1100000,271.2200000,273.1100000,8
20180309,000000,273.0000000,274.5800000,273.0000000,274.1200000,13
20180312,000000,274.5400000,275.8000000,274.4300000,275.0000000,36
20180313,000000,269.2600000,274.5900000,269.2600000,273.0900000,32
20180314,000000,268.0300000,268.0300000,261.8900000,261.8900000,35
20180315,000000,257.1600000,257.9900000,254.0200000,255.0100000,39
20180316,000000,255.7900000,257.4400000,254.3400000,256.4200000,30
20180319,000000,253.6100000,256.8300000,253.6100000,256.8300000,24
20180320,000000,253.6100000,255.5900000,253.6100000,255.5900000,34
20180321,000000,267.0000000,269.4700000,267.0000000,269.4700000,58
20180322,000000,265.5700000,266.6200000,263.8800000,264.8800000,52
20180323,000000,261.8000000,262.6100000,261.7100000,261.7100000,22
20180326,000000,256.5100000,258.4800000,256.5100000,256.5100000,24
20180327,000000,258.4900000,258.4900000,256.5000000,256.9900000,20
20180328,000000,251.7300000,252.6600000,251.1300000,251.6400000,17
20180329,000000,253.8200000,254.2100000,248.6400000,254.2100000,23
20180330,000000,253.3200000,253.3200000,253.3200000,253.3200000,3
20180402,000000,253.4900000,253.5000000,249.7500000,251.0100000,47
20180403,000000,249.1700000,252.5800000,245.0100000,250.6900000,47
20180404,000000,251.8000000,256.4900000,251.7900000,255.2200000,38
20180405,000000,263.4900000,263.4900000,257.8300000,261.4600000,50
20180406,000000,259.8000000,259.8000000,259.1900000,259.1900000,27
20180409,000000,210.0000000,219.0000000,206.0600000,212.0100000,55
20180410,000000,221.0100000,221.9700000,215.9700000,217.9600000,51
20180411,000000,210.0000000,210.0000000,204.5600000,205.1700000,47
20180412,000000,214.2800000,218.3500000,212.5000000,212.5000000,67
20180413,000000,206.0100000,210.0000000,204.5000000,204.8600000,78
20180416,000000,195.0200000,197.8200000,194.0000000,194.0000000,24
20180417,000000,205.6000000,207.6800000,205.6000000,207.6800000,43
20180418,000000,216.0000000,216.8600000,214.0100000,214.9800000,48
20180419,000000,214.9700000,215.9900000,209.7900000,209.7900000,36
20180420,000000,213.4500000,215.1600000,213.4400000,215.1600000,29
20180423,000000,219.7000000,223.1400000,219.7000000,223.1400000,19
20180424,000000,224.0100000,225.5200000,222.6200000,222.6200000,49
20180425,000000,223.5000000,244.9700000,218.8100000,218.8100000,30
20180426,000000,219.6200000,220.4000000,219.0000000,219.6000000,33
20180427,000000,220.7100000,224.0000000,220.7100000,224.0000000,44
20180428,000000,224.0000000,224.0000000,223.3400000,223.3400000,2
20180430,000000,220.0000000,231.6300000,219.6900000,226.5600000,24
20180502,000000,229.8300000,229.8300000,226.7700000,226.7700000,9
20180503,000000,230.2000000,233.4000000,228.6000000,228.6000000,26
20180504,000000,226.4100000,229.1300000,226.4100000,229.1300000,23
20180507,000000,228.5200000,230.9900000,228.5200000,230.9900000,25
20180508,000000,224.9600000,226.5100000,224.9600000,226.0300000,11
20180510,000000,231.6900000,233.9600000,230.0700000,233.7200000,21
20180511,000000,236.2100000,239.9300000,235.3600000,235.3600000,18
20180514,000000,237.9100000,237.9100000,235.7100000,236.3100000,16
20180515,000000,230.5800000,231.0400000,230.5800000,231.0400000,7
20180516,000000,231.3000000,231.3200000,229.1800000,229.1800000,17
20180517,000000,227.8100000,229.6300000,227.4500000,227.4500000,29
20180518,000000,227.9900000,227.9900000,223.2600000,223.2600000,30
20180521,000000,226.0700000,226.0700000,224.9100000,225.6600000,14
20180522,000000,224.4100000,226.3900000,224.4100000,225.1100000,23
20180523,000000,220.5400000,222.8200000,220.5400000,221.5700000,27
20180524,000000,220.9100000,222.7000000,220.8100000,222.1100000,8
20180525,000000,220.5600000,220.5600000,220.2000000,220.2000000,13
20180528,000000,219.4300000,221.6400000,219.4300000,221.0000000,10
20180529,000000,219.4200000,220.1500000,218.8400000,218.9000000,18
20180530,000000,221.6000000,221.6000000,219.4300000,219.9700000,20
20180531,000000,221.0000000,221.5800000,219.6100000,219.8700000,27
20180601,000000,220.7300000,221.1600000,219.7600000,221.1600000,50
20180604,000000,218.7600000,220.6400000,218.7600000,220.6400000,10
20180605,000000,216.0000000,217.9900000,202.1100000,216.3900000,27
20180606,000000,216.3700000,216.8500000,215.6400000,216.8500000,14
20180607,000000,218.5400000,232.8700000,216.7200000,219.0900000,27
20180608,000000,211.6500000,212.7900000,210.6100000,211.9000000,50
20180609,000000,211.7600000,212.1000000,211.7600000,212.1000000,17
20180611,000000,209.7500000,211.6200000,209.7500000,210.5000000,4
20180613,000000,214.9000000,216.0900000,214.4900000,216.0900000,32
20180614,000000,215.7900000,215.7900000,214.0500000,214.8000000,18
20180615,000000,208.4700000,211.2400000,208.1100000,208.1100000,53
20180618,000000,205.2600000,208.3300000,205.2400000,206.5800000,41
20180619,000000,205.2500000,206.1100000,203.0100000,204.0900000,58
20180620,000000,210.8400000,213.6300000,210.0800000,210.0800000,14
20180621,000000,208.1300000,212.8800000,208.1300000,209.9900000,15
20180622,000000,214.0000000,229.8400000,213.5100000,213.5100000,48
20180625,000000,201.0300000,210.2100000,191.1100000,202.0900000,22
20180626,000000,200.1900000,200.6100000,199.8600000,200.6100000,14
20180627,000000,207.7200000,207.7200000,207.7100000,207.7100000,6
20180628,000000,208.2000000,209.7900000,208.1800000,208.9900000,25
20180629,000000,220.0000000,220.0000000,215.4300000,217.1600000,31
20180702,000000,220.5900000,221.4000000,210.2500000,220.4100000,51
20180703,000000,221.0000000,225.0000000,215.5100000,218.6500000,51
20180704,000000,216.6000000,217.2700000,202.1100000,217.1000000,14
20180705,000000,222.8700000,224.0000000,222.0000000,223.1800000,20
20180706,000000,224.7200000,226.9700000,224.7100000,226.1300000,17
20180709,000000,230.7800000,230.7800000,227.4500000,227.5100000,16
20180710,000000,229.3500000,231.4000000,229.3500000,231.4000000,7
20180711,000000,226.7000000,229.0000000,226.3100000,226.3100000,38
20180712,000000,224.8100000,226.1200000,224.8100000,226.1200000,4
20180713,000000,229.6900000,229.6900000,227.3000000,227.3800000,30
20180716,000000,226.7000000,228.6400000,225.9200000,226.0000000,20
20180717,000000,222.0000000,224.8600000,222.0000000,223.4000000,25
20180718,000000,217.1800000,217.9900000,216.1800000,217.0000000,31
20180719,000000,208.2300000,211.0000000,207.4900000,208.3300000,38
20180720,000000,206.6700000,206.6700000,204.7100000,204.7100000,15
20180723,000000,210.7900000,210.7900000,207.8700000,207.8700000,15
20180724,000000,213.2200000,215.7600000,213.2200000,214.7500000,35
20180725,000000,213.5300000,215.2600000,213.0000000,213.0000000,28
20180726,000000,211.9900000,211.9900000,208.9300000,208.9300000,11
20180727,000000,209.9700000,209.9700000,208.0100000,208.0100000,8
20180730,000000,210.2300000,211.9900000,209.2600000,211.9900000,35
20180731,000000,213.9800000,214.1700000,212.1800000,214.0100000,30
20180801,000000,211.9900000,212.0000000,210.2800000,210.4900000,30
20180802,000000,207.0100000,207.0500000,205.0000000,207.0000000,72
20180803,000000,202.2100000,204.9900000,202.2100000,203.2300000,21
20180806,000000,203.0000000,204.6900000,203.0000000,204.0000000,12
20180807,000000,203.4000000,204.9200000,202.2300000,202.7000000,36
20180808,000000,193.9200000,194.0000000,191.8000000,193.0000000,50
20180809,000000,192.8500000,195.9900000,192.0500000,195.3900000,20
20180810,000000,192.0000000,192.0000000,183.5100000,185.9000000,77
20180813,000000,190.4900000,193.5400000,190.4900000,191.8800000,36
20180814,000000,190.5800000,192.5000000,190.5800000,192.0200000,23
20180815,000000,191.6000000,207.8700000,187.7500000,187.7500000,20
20180816,000000,189.5000000,192.6800000,189.5000000,190.8100000,66
20180817,000000,191.5700000,191.5700000,187.9200000,187.9200000,15
20180820,000000,191.8100000,191.9900000,190.6700000,190.7400000,27
20180821,000000,190.9000000,191.2800000,190.5600000,191.0300000,21
20180822,000000,188.2000000,190.2500000,188.0100000,188.0100000,23
20180823,000000,185.9900000,185.9900000,179.1200000,179.1200000,27
20180824,000000,176.0000000,192.9100000,174.7600000,179.7500000,34
20180827,000000,181.5300000,183.0000000,181.5300000,183.0000000,18
20180828,000000,183.1200000,183.1700000,182.5500000,183.1700000,10
20180829,000000,181.4100000,183.9900000,181.4100000,183.9900000,18
20180830,000000,178.2500000,179.9300000,178.2500000,179.9300000,18
20180831,000000,178.3000000,182.4500000,178.3000000,181.1200000,20
20180903,000000,181.5000000,181.5000000,179.1000000,181.0700000,21
20180904,000000,178.0000000,179.4400000,177.9400000,179.4400000,15
20180905,000000,180.4000000,180.4000000,178.8500000,178.8700000,19
20180906,000000,177.1300000,177.1300000,176.1200000,176.1200000,12
20180907,000000,175.1700000,175.9900000,174.6700000,175.9900000,73
20180910,000000,172.1200000,172.9900000,171.3000000,171.9000000,31
20180911,000000,167.1100000,169.9900000,167.1100000,169.9900000,13
20180912,000000,174.0000000,175.7200000,172.6600000,173.6900000,10
20180913,000000,189.0400000,189.3600000,184.1800000,184.1800000,30
20180914,000000,188.9200000,188.9800000,186.0100000,188.9800000,30
20180917,000000,187.3900000,188.8800000,187.0100000,188.0000000,14
20180918,000000,191.4000000,192.2900000,191.0900000,192.2900000,25
20180919,000000,191.7300000,193.9600000,191.7300000,193.9600000,12
20180920,000000,194.2400000,194.2400000,192.1900000,192.1900000,24
20180921,000000,194.2000000,194.2000000,192.5900000,192.5900000,20
20180924,000000,195.5300000,197.9600000,195.5300000,197.6200000,36
20180925,000000,197.1800000,198.2900000,196.9300000,196.9300000,56
20180926,000000,195.5500000,195.8700000,195.1100000,195.1100000,25
20180927,000000,200.7500000,203.5200000,200.7500000,203.5200000,18
20180928,000000,202.0500000,203.2800000,201.0000000,203.2800000,30
20181001,000000,201.7500000,202.8000000,201.7500000,202.5200000,25
20181002,000000,202.7700000,202.7700000,198.8900000,198.9100000,70
20181003,000000,197.8000000,199.2600000,197.7800000,199.0800000,22
20181004,000000,189.1700000,192.3800000,189.1700000,192.3800000,9
20181005,000000,190.0000000,190.0000000,187.5400000,187.6300000,26
20181008,000000,185.8400000,192.5000000,185.8200000,192.0000000,43
20181009,000000,190.1000000,192.4800000,190.1000000,191.4600000,36
20181010,000000,191.9400000,192.3000000,191.0000000,191.0000000,15
20181011,000000,186.0200000,186.9900000,183.4400000,183.4400000,22
20181012,000000,190.2200000,192.0400000,190.2200000,192.0400000,9
20181015,000000,190.0000000,191.3900000,186.1300000,190.1200000,38
20181016,000000,190.0500000,195.4200000,190.0500000,195.4200000,55
20181017,000000,193.7200000,194.7500000,193.0500000,194.7500000,13
20181018,000000,192.0000000,192.9600000,190.8100000,192.9600000,23
20181019,000000,187.6700000,188.5000000,183.8600000,183.8600000,46
20181022,000000,182.2800000,182.9000000,180.3000000,182.9000000,31
20181023,000000,180.0000000,182.8400000,178.9400000,182.8400000,19
20181024,000000,186.5700000,189.0000000,186.5700000,189.0000000,29
20181025,000000,185.0000000,185.0100000,185.0000000,185.0100000,13
20181026,000000,179.5200000,184.6200000,177.9900000,181.9500000,22
20181029,000000,184.1400000,187.8000000,184.1400000,187.8000000,10
20181030,000000,197.8600000,197.8600000,181.8700000,182.4300000,40
20181031,000000,185.0000000,188.3700000,185.0000000,188.1800000,16
20181101,000000,186.1000000,192.6200000,186.1000000,188.7200000,33
20181102,000000,191.1800000,192.4500000,190.2100000,192.4500000,11
20181106,000000,193.8700000,198.6600000,193.8700000,197.5000000,50
20181107,000000,213.7600000,213.7600000,195.5900000,201.5000000,47
20181108,000000,201.5000000,205.5900000,200.3200000,202.2100000,37
20181109,000000,200.0000000,201.3900000,195.2500000,200.0000000,41
20181112,000000,199.0000000,200.6200000,196.0100000,196.0100000,41
20181113,000000,194.8700000,200.4600000,194.8700000,197.1400000,12
20181114,000000,198.5600000,198.9400000,196.0400000,198.3200000,9
20181115,000000,203.0000000,204.0000000,197.4100000,200.5000000,46
20181116,000000,200.0000000,203.5600000,198.7900000,199.4500000,27
20181119,000000,196.8500000,200.4800000,196.8500000,198.5000000,47
20181120,000000,197.0100000,197.0100000,193.0000000,195.7700000,52
20181121,000000,195.0000000,197.5000000,193.6700000,197.5000000,48
20181122,000000,199.0000000,199.5400000,195.5300000,197.4300000,26
20181123,000000,198.0500000,198.0500000,194.6100000,197.5000000,38
20181126,000000,192.0000000,194.9800000,186.6500000,188.9900000,77
20181127,000000,190.5000000,191.5000000,188.6000000,190.4800000,59
20181128,000000,192.0000000,193.8700000,190.0000000,190.0000000,41
20181129,000000,188.0100000,196.0000000,188.0100000,196.0000000,45
20181130,000000,191.1900000,196.5800000,180.0300000,192.0000000,27
20181203,000000,194.0000000,201.4900000,194.0000000,199.9900000,89
20181204,000000,200.3800000,200.3800000,193.5100000,197.5900000,24
20181205,000000,209.9400000,209.9400000,194.6500000,194.7700000,24
20181206,000000,188.0300000,193.5500000,188.0300000,193.5500000,6
20181207,000000,193.0000000,195.5400000,193.0000000,195.5400000,30
20181210,000000,192.8300000,193.5000000,191.3400000,192.5000000,12
20181211,000000,189.0100000,193.0400000,189.0100000,192.0500000,33
20181212,000000,192.8900000,193.8300000,190.0400000,190.0400000,51
20181213,000000,188.6400000,191.8900000,188.6400000,189.0900000,17
20181214,000000,187.6100000,188.9900000,183.8100000,185.6200000,44
20181217,000000,183.0500000,186.8900000,182.6700000,182.6700000,44
20181218,000000,191.9900000,191.9900000,181.5000000,186.0000000,48
20181219,000000,184.0100000,192.0000000,184.0100000,192.0000000,16
20181220,000000,190.0000000,191.8600000,186.4000000,188.5100000,38
20181221,000000,193.9900000,193.9900000,185.5900000,186.0700000,28
20181224,000000,186.9000000,187.6900000,183.3900000,184.7000000,35
20181225,000000,183.3200000,199.9600000,179.8800000,181.9900000,63
20181226,000000,184.0000000,184.9200000,182.6700000,184.0700000,23
20181227,000000,186.0000000,187.2100000,184.5700000,185.6000000,32
20181228,000000,179.9100000,186.9700000,179.8800000,186.2000000,29
20181229,000000,187.2000000,187.2000000,184.8600000,186.8700000,41
20190103,000000,191.1600000,191.1600000,187.3100000,187.5500000,57
20190104,000000,189.0000000,190.1900000,188.5500000,190.1900000,15
20190108,000000,192.0400000,192.0400000,190.5500000,190.8800000,28
20190109,000000,192.0000000,196.0000000,192.0000000,195.5700000,11
20190110,000000,195.7900000,197.7600000,195.2900000,197.7600000,46
20190111,000000,196.8700000,198.8700000,195.9100000,196.5000000,42
20190114,000000,195.5900000,196.8900000,193.4700000,196.8900000,34
20190115,000000,197.9000000,198.8500000,196.0200000,196.9000000,64
20190116,000000,197.7100000,200.6000000,197.7100000,199.7000000,54
20190117,000000,201.9600000,203.6700000,198.7100000,202.3000000,54
20190118,000000,204.0000000,207.6400000,202.1600000,207.6400000,64
20190121,000000,209.0000000,210.0000000,206.4100000,207.5000000,45
20190122,000000,206.2800000,208.0000000,206.2800000,207.5000000,26
20190123,000000,207.5300000,212.3900000,207.5300000,210.6800000,46
20190124,000000,209.0000000,212.5900000,209.0000000,210.7900000,42
20190125,000000,214.6500000,214.6500000,211.1800000,212.9900000,44
20190128,000000,211.0100000,214.8000000,207.3100000,208.8000000,37
20190129,000000,206.5600000,213.6900000,206.5600000,213.3200000,62
20190130,000000,214.0000000,215.4400000,209.8600000,209.8600000,40
20190131,000000,215.3200000,217.7000000,215.0000000,217.7000000,58
20190201,000000,217.8100000,217.8100000,214.4300000,214.4300000,38
20190204,000000,217.5300000,217.5300000,214.0100000,215.0100000,37
20190205,000000,214.5200000,218.5600000,214.5200000,217.7300000,34
20190206,000000,217.2400000,217.4000000,214.5200000,216.0400000,39
20190207,000000,218.0100000,218.0100000,211.0000000,211.0000000,36
20190208,000000,210.0300000,214.2200000,209.4700000,210.1600000,43
20190211,000000,212.0400000,213.6500000,212.0400000,212.3200000,19
20190212,000000,215.0300000,219.9900000,215.0300000,219.2300000,36
20190213,000000,220.0200000,220.1100000,214.0100000,214.0100000,28
20190214,000000,210.9900000,210.9900000,202.8700000,206.8800000,56
20190215,000000,209.8600000,209.8600000,207.0000000,208.4700000,43
20190218,000000,207.5300000,207.9900000,203.9800000,204.8000000,30
20190219,000000,210.0000000,210.0000000,200.5300000,202.9800000,71
20190220,000000,204.6400000,205.9800000,203.3100000,205.9800000,24
20190221,000000,207.9300000,207.9300000,202.9800000,204.0200000,50
20190222,000000,202.1500000,206.0200000,202.1500000,204.5200000,27
20190225,000000,206.9900000,207.9300000,204.0300000,205.0000000,49
20190226,000000,208.3000000,208.3000000,202.8000000,202.8100000,31
20190227,000000,209.8000000,209.8000000,203.7900000,203.8300000,33
20190228,000000,203.4100000,208.5400000,203.3500000,208.3000000,29
20190301,000000,210.0400000,210.0400000,206.2500000,206.5100000,50
20190304,000000,204.7900000,209.4900000,204.7700000,204.7700000,52
20190305,000000,203.4700000,205.0700000,202.2300000,202.2300000,37
20190306,000000,202.7400000,206.2500000,202.7400000,206.2500000,43
20190307,000000,202.1300000,206.0400000,201.1200000,203.9700000,37
20190311,000000,203.2300000,205.8100000,202.7000000,205.8100000,16
20190312,000000,205.5500000,206.4900000,202.9400000,204.6000000,38
20190313,000000,204.2300000,206.8900000,202.5200000,204.7700000,35
20190314,000000,206.0300000,206.0300000,203.2400000,203.2900000,46
20190315,000000,201.8600000,205.4900000,201.8600000,204.0000000,34
20190318,000000,207.1900000,207.1900000,204.8100000,205.0800000,31
20190319,000000,205.4100000,208.1900000,204.7900000,207.0700000,49
20190320,000000,203.3400000,209.9100000,203.3400000,209.4700000,85
20190321,000000,211.7100000,212.0200000,209.5600000,210.3300000,87
20190322,000000,210.0000000,210.2900000,207.4100000,207.4100000,29
20190325,000000,207.4900000,213.2500000,206.5200000,213.2500000,90
20190326,000000,215.5000000,218.1500000,212.9900000,216.0800000,107
20190327,000000,212.3600000,219.2900000,212.3600000,215.1200000,83
20190328,000000,211.7100000,215.0900000,211.7100000,214.7500000,55
20190329,000000,213.8100000,219.9600000,213.8100000,214.0300000,52
20190401,000000,216.0000000,217.4000000,215.0300000,217.4000000,32
20190402,000000,216.0300000,219.8600000,216.0300000,217.0500000,89
20190403,000000,220.0000000,223.8600000,218.4100000,218.4300000,107
20190404,000000,217.4700000,223.4000000,217.4700000,221.9800000,36
20190405,000000,221.9300000,227.0200000,221.9300000,227.0200000,130
20190408,000000,229.7700000,232.3700000,227.7800000,232.3700000,88
20190409,000000,229.8800000,244.3100000,229.8800000,244.3100000,66
20190410,000000,234.1400000,246.5300000,234.1400000,242.5000000,129
20190411,000000,242.1700000,246.9400000,239.7400000,239.7400000,161
20190412,000000,235.2600000,241.0500000,235.2600000,238.5000000,57
20190415,000000,233.0300000,242.3900000,233.0300000,237.0700000,50
20190416,000000,242.5500000,242.5500000,230.6400000,234.0100000,57
20190417,000000,230.6400000,238.0500000,230.6400000,233.6900000,30
20190418,000000,239.9100000,239.9100000,231.2000000,233.5200000,50
20190419,000000,231.0000000,233.9100000,229.8000000,232.6500000,20
20190422,000000,234.6300000,236.2100000,231.8900000,235.6500000,30
20190423,000000,235.0100000,237.0000000,232.9300000,235.9600000,40
20190424,000000,239.5900000,239.5900000,234.8000000,235.9900000,40
20190425,000000,236.5000000,236.5000000,228.3000000,228.3000000,90
20190426,000000,224.0200000,229.0000000,220.7700000,224.0600000,58
20190429,000000,223.3000000,228.0300000,223.3000000,228.0300000,38
20190430,000000,226.9000000,227.0000000,225.4000000,225.4000000,25
20190502,000000,228.0700000,228.0700000,228.0700000,228.0700000,6
20190503,000000,226.3500000,231.4300000,226.3500000,231.4300000,36
20190506,000000,236.1100000,236.1100000,227.2600000,231.8700000,40
20190507,000000,234.0500000,234.0500000,223.0500000,230.6300000,30
20190508,000000,231.0900000,231.4500000,231.0900000,231.2000000,9
20190510,000000,227.6300000,227.6900000,226.5200000,226.5200000,18
20190513,000000,226.4900000,227.8000000,224.6000000,224.6000000,25
20190514,000000,226.0000000,230.0000000,223.7900000,230.0000000,37
20190515,000000,225.5000000,231.8800000,224.6500000,228.0000000,24
20190516,000000,224.7700000,230.7800000,224.7700000,228.6000000,56
